SSC_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SSC31411,0,6,6,4,15,7,0,3,0,44,0,0,3,0,3,5,3,0,0,16,0,0,5,3,0,4,0,0,0,16,0,0,3,0,4,0,0,0,0,7,0,0,3,0,4,3,4,3,0,18,0,0,3,0,0,0,0,0,0,7,3,0,3,4,8,5,4,12,0,33,20,28,62,47,75,62,53,35,11,378
SSC31412,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,9,14,5,8,14,26,17,22,18,3,119
SSC31413,0,8,22,37,40,28,10,0,0,157,0,3,19,21,17,19,0,0,0,85,0,0,16,22,27,20,0,0,0,88,0,0,14,16,15,14,0,0,0,58,0,0,12,19,20,14,6,0,0,64,0,0,6,14,10,3,0,0,0,38,14,7,13,13,15,17,14,4,7,101,127,91,227,324,304,330,243,98,21,1759
SSC31414,0,0,6,4,15,9,5,5,3,41,3,3,5,5,0,4,0,0,0,23,0,0,4,0,0,6,0,0,0,15,0,0,3,3,4,0,0,0,0,11,0,0,0,0,0,3,0,0,0,8,0,0,5,4,0,4,0,0,0,11,8,10,35,6,21,23,25,15,6,151,63,93,184,102,139,144,91,96,58,969
SSC31415,0,14,19,11,10,23,0,3,0,88,0,3,15,10,3,10,0,5,0,47,0,0,6,8,10,3,3,0,0,26,0,0,0,3,5,0,0,0,0,20,0,0,3,3,7,11,0,0,0,26,0,0,3,0,0,0,0,0,0,5,9,12,29,19,20,25,8,9,0,125,84,72,176,140,141,205,123,96,40,1074
SSC31416,0,0,4,3,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,12,7,8,16,13,15,8,5,3,0,75
SSC31417,0,0,0,0,0,3,0,0,0,3,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,9,8,0,0,33,9,4,11,17,34,45,21,5,3,151
SSC31418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,13,4,0,0,28,0,4,4,3,7,16,5,0,0,43
SSC31419,0,0,4,4,0,0,0,0,0,13,0,0,0,0,8,0,0,0,0,11,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,0,0,3,8,0,0,3,0,21,22,8,21,24,37,26,29,4,3,171
SSC31420,0,0,3,0,0,5,0,0,0,15,0,3,3,3,9,0,0,0,0,18,0,0,5,8,3,0,4,0,0,20,0,0,0,9,5,3,0,0,0,15,0,0,0,7,8,4,0,0,0,23,0,0,0,3,3,0,0,0,0,5,7,0,3,0,7,3,3,3,0,39,94,18,20,61,55,52,42,26,7,368
SSC31421,0,6,31,35,41,23,8,3,0,150,0,3,24,27,18,17,4,0,0,89,0,0,14,18,29,11,3,0,3,76,0,0,6,10,21,14,0,0,0,49,0,0,13,13,19,4,0,0,0,48,0,0,0,3,6,7,3,0,0,24,20,25,39,47,44,38,19,23,15,266,200,180,298,317,347,316,189,154,98,2104
SSC31422,0,3,0,0,3,0,0,0,0,10,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,5,0,0,15,9,4,8,20,26,22,25,3,0,119
SSC31423,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,12
SSC31424,0,3,5,3,7,7,0,0,0,26,0,0,0,5,5,4,0,0,0,22,0,0,0,7,4,3,0,0,0,17,0,0,0,0,4,7,0,0,0,12,0,0,0,3,3,3,0,0,0,14,0,0,0,0,0,6,0,0,0,8,6,35,100,58,35,16,4,3,3,259,39,54,126,100,98,69,36,17,7,544
SSC31425,0,0,0,3,3,3,0,0,0,10,0,0,3,0,7,0,0,0,0,11,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,20,16,23,17,6,0,0,95
SSC31426,0,0,3,3,3,3,0,0,0,16,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,5,0,0,0,3,0,0,0,4,4,3,0,0,0,10,0,0,0,0,4,0,0,0,0,5,0,0,0,0,3,3,0,0,0,3,3,0,0,0,5,3,3,3,0,20,9,8,9,20,28,41,14,3,0,132
SSC31427,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,0,0,4,7,8,3,4,0,34
SSC31428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,4,0,0,0,22,3,4,0,6,30,21,31,3,0,107
SSC31429,0,3,4,3,3,0,0,0,0,14,0,0,3,3,0,0,0,0,0,8,0,0,3,0,3,0,0,0,0,9,0,0,0,4,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,8,0,0,0,15,15,8,26,20,30,19,15,10,3,147
SSC31430,0,0,0,3,0,4,0,4,0,17,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,8,0,0,0,10,0,0,0,0,0,3,0,0,0,4,3,0,0,3,6,5,5,3,0,23,8,3,17,19,32,53,32,9,3,177
SSC31431,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,4,0,0,19,7,7,10,12,17,19,20,8,5,106
SSC31432,0,0,0,0,3,4,4,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,4,0,3,0,0,0,0,15,10,11,21,20,28,42,29,10,0,180
SSC31433,0,0,0,0,0,3,0,0,0,6,0,0,5,0,4,0,0,0,0,3,0,0,8,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,4,0,0,5,0,0,0,3,0,0,8,0,0,16,3,7,21,23,21,22,26,6,0,131
SSC31434,0,0,0,0,5,0,0,0,0,14,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,9,3,7,10,8,36,19,18,10,3,122
SSC31435,0,0,3,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,6,4,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,3,0,16,9,0,16,27,33,14,16,3,0,108
SSC31436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,11,4,13,6,3,41
SSC31437,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,4,10,11,9,9,0,48
SSC31438,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,3,6,13,10,9,3,0,47
SSC31439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,10
SSC31440,0,9,32,23,48,29,9,0,0,151,0,3,21,27,32,19,3,4,0,116,0,0,16,17,25,19,3,0,0,83,0,0,5,12,15,12,0,0,0,48,0,0,6,9,18,18,3,0,0,55,0,0,0,9,19,15,5,3,0,49,14,8,15,15,36,21,18,5,0,117,94,76,198,241,318,284,227,69,20,1525
SSC31441,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,3,7,6,0,0,0,17
SSC31442,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,0,0,0,11,0,0,0,0,3,5,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,7,5,3,14,19,33,35,38,10,0,159
SSC31443,0,7,69,56,62,36,16,3,0,251,0,3,58,57,44,21,6,0,0,190,0,3,52,47,31,23,7,0,0,166,0,0,21,37,29,17,4,0,0,105,0,0,31,47,39,12,8,0,0,145,0,0,8,12,13,7,4,0,0,39,3,13,18,10,17,17,11,4,4,98,166,188,474,496,418,318,270,91,35,2463
SSC31444,0,4,10,11,20,7,6,0,0,52,0,0,0,3,3,5,3,3,0,22,0,0,3,5,7,3,0,0,0,26,0,0,3,0,8,3,0,0,0,16,0,0,4,3,3,3,3,0,0,15,0,0,3,3,0,0,0,3,0,7,0,3,3,7,19,14,27,16,10,102,41,45,64,102,143,165,191,93,42,890
SSC31445,0,0,0,0,4,0,0,3,0,12,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,6,3,0,0,18,8,4,18,8,20,35,20,8,0,128
SSC31446,0,0,0,0,3,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,9,12,13,0,4,0,44
SSC31447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC31448,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,7,5,0,0,0,0,18,9,5,9,17,32,18,11,3,0,100
SSC31449,0,0,0,9,11,5,0,0,0,19,0,0,3,5,9,3,0,0,0,17,0,0,0,3,0,0,0,0,0,7,0,0,0,3,4,3,3,0,0,15,0,0,0,5,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,7,3,0,4,4,9,10,0,8,0,42,17,11,35,69,51,46,28,21,3,286
SSC31450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SSC31451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,5,4,8,3,0,0,0,0,25
SSC31452,0,5,16,28,29,21,8,0,0,112,0,0,19,20,28,9,4,0,0,78,0,0,11,25,22,13,3,0,0,69,0,0,11,10,15,10,0,0,0,41,0,0,12,12,10,4,0,0,0,42,0,0,3,3,5,4,0,0,0,17,10,6,18,15,16,13,12,0,0,93,119,70,163,201,241,182,112,39,3,1133
SSC31453,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,9,6,0,10,11,12,20,16,8,3,90
SSC31454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,3,0,3,22,6,7,0,40
SSC31455,3,77,231,282,288,133,39,4,0,1051,0,31,151,188,197,82,21,0,0,672,0,11,121,194,148,68,11,0,0,555,0,0,53,104,82,40,5,0,0,297,0,3,57,130,124,55,6,0,0,374,0,4,16,44,39,24,10,0,4,137,97,51,105,144,147,92,63,22,9,746,1114,761,1576,2063,1983,1275,828,253,73,9925
SSC31456,0,0,4,3,3,7,3,0,0,18,0,0,0,0,0,0,0,0,0,9,0,3,3,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,12,22,9,15,24,34,33,8,3,6,152
SSC31457,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,6,3,3,5,8,3,6,3,0,41
SSC31458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,16,0,0,11,8,13,20,12,4,0,70
SSC31459,0,23,93,62,74,55,40,9,6,361,0,3,75,99,77,45,21,7,0,333,0,6,69,89,84,47,14,3,0,322,0,3,40,85,58,27,8,0,0,224,0,0,59,109,90,39,7,3,0,308,0,0,6,43,54,22,10,0,0,136,22,16,18,31,26,24,26,5,3,164,359,287,640,818,735,546,545,248,77,4254
SSC31460,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,8,6,3,11,17,13,0,3,0,60
SSC31461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6
SSC31462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,10
SSC31463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,3,0,14,3,0,0,4,9,0,8,4,0,30
SSC31464,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,3,3,0,0,0,0,7,0,0,0,0,3,3,0,0,0,6,0,0,7,0,0,0,0,0,0,6,0,3,7,9,11,12,7,3,0,56
SSC31465,0,0,6,4,6,4,3,0,0,26,0,0,4,0,0,8,3,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,13,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,3,0,0,0,7,3,5,3,3,8,6,7,0,0,31,19,22,51,38,48,74,34,14,4,300
SSC31466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,9
SSC31467,0,8,10,12,13,12,0,0,0,56,0,0,12,7,8,13,4,0,0,51,0,0,9,4,9,5,0,0,0,27,0,0,3,3,3,3,0,0,0,15,0,0,7,11,3,6,0,0,0,32,0,0,0,0,3,0,0,0,0,6,4,3,12,8,5,10,4,7,4,48,49,50,111,93,118,121,83,48,10,689
SSC31468,0,0,5,3,5,0,0,0,0,18,0,0,0,0,6,0,3,0,0,13,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,13,17,8,20,20,34,22,22,4,3,141
SSC31469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,3,0,0,17,6,0,5,7,16,7,10,4,0,51
SSC31470,0,11,37,48,49,35,6,0,0,187,0,9,32,38,42,29,9,3,0,166,0,4,28,35,48,21,5,0,0,137,0,0,18,31,25,17,0,0,0,89,0,0,8,44,47,23,0,0,0,128,0,0,4,19,17,11,0,0,0,44,3,7,11,10,9,17,14,4,0,83,217,160,310,402,423,350,206,73,19,2167
SSC31471,0,0,0,3,4,0,0,0,0,14,0,0,0,0,4,3,0,0,0,15,0,0,3,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,8,3,5,19,12,27,23,15,6,0,107
SSC31472,0,9,39,30,29,16,9,0,0,128,0,0,32,25,17,4,4,0,0,79,0,3,20,15,12,4,3,0,0,59,0,4,7,8,8,6,0,0,0,33,0,3,24,19,12,12,0,0,0,70,0,0,5,4,8,3,0,0,0,20,18,11,58,42,39,24,13,3,0,203,77,96,332,305,245,198,128,29,4,1420
SSC31473,0,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,11,13,9,14,19,13,10,0,0,86
SSC31474,0,3,3,9,18,26,5,0,0,71,0,3,3,3,14,5,3,0,0,37,0,0,4,7,3,8,0,0,0,25,0,0,0,3,7,3,0,0,0,10,0,0,3,3,9,3,0,0,0,20,0,0,0,0,0,0,0,0,0,3,13,3,9,15,33,44,17,4,3,135,65,37,54,120,202,234,134,49,22,919
SSC31475,0,6,11,5,7,9,3,0,0,39,0,3,3,0,9,8,0,0,0,30,0,0,0,3,3,0,0,0,0,9,0,0,8,4,3,0,0,0,0,11,0,0,6,3,8,4,0,0,0,19,0,0,0,3,0,0,0,0,0,5,0,4,9,9,12,10,7,3,0,51,18,34,74,64,78,77,43,20,9,410
SSC31476,0,0,0,3,6,9,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,3,3,3,0,0,5,4,0,0,0,22,12,8,17,32,26,37,22,12,7,172
SSC31477,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,3,3,0,16,4,0,5,10,5,6,5,3,0,38
SSC31478,0,0,3,4,4,0,0,0,0,14,0,0,3,0,3,0,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,9,4,14,7,25,11,10,3,3,89
SSC31479,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,0,0,0,0,16,4,8,5,19,21,6,8,3,0,69
SSC31480,0,0,5,7,6,6,0,0,0,29,0,0,3,0,3,0,0,0,0,7,0,0,3,4,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,8,0,0,4,0,3,0,0,0,0,12,0,0,0,0,0,3,0,0,0,4,11,4,6,11,12,6,10,0,0,46,26,19,49,51,59,58,62,20,4,339
SSC31481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,3,0,0,0,4,0,0,6,15
SSC31482,0,0,5,10,5,0,5,0,0,29,0,0,0,0,0,0,0,0,0,8,0,0,0,3,3,3,0,0,0,14,0,0,3,0,0,0,0,0,0,6,0,0,4,0,3,3,0,0,0,5,0,0,0,0,0,3,0,0,0,3,3,0,5,3,7,4,0,0,0,16,23,4,41,33,40,44,28,9,3,233
SSC31483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC31484,0,0,4,4,5,4,0,0,0,28,0,0,3,8,3,0,0,3,0,16,0,0,4,0,3,0,3,0,0,11,0,0,3,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,4,3,0,3,3,10,11,3,4,0,39,27,6,53,52,68,62,56,27,3,351
SSC31485,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,6,0,3,23,4,0,7,9,19,16,14,11,4,84
SSC31486,0,3,19,9,14,14,4,0,0,63,0,0,10,10,11,3,0,0,0,36,0,0,5,3,8,12,0,0,0,33,0,0,4,0,4,3,3,0,0,9,0,0,3,8,9,3,0,0,0,18,0,0,0,3,0,0,0,0,0,10,5,3,13,11,12,10,8,13,3,71,67,45,121,132,141,135,119,83,8,855
