SSC_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SSC31052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC31053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,3,0,27
SSC31054,0,0,3,0,3,3,4,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,14,0,0,0,4,0,0,3,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,0,0,12,4,0,16,9,25,24,22,12,5,123
SSC31055,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,3,0,4,7,18,9,12,0,3,66
SSC31056,0,26,197,118,88,60,11,3,0,516,0,11,149,89,49,33,3,4,0,340,0,3,106,112,39,28,3,0,0,294,0,3,67,67,27,14,0,0,0,180,0,0,72,106,48,20,3,0,0,256,0,0,5,10,11,3,0,3,0,31,14,17,63,67,39,22,18,23,19,283,216,390,1278,958,587,467,309,235,106,4541
SSC31057,0,4,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,9,0,13,19,7,3,0,0,0,0,44
SSC31058,0,0,3,3,8,8,0,3,0,22,0,0,3,3,0,3,0,0,0,11,0,0,0,4,3,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,3,0,0,3,5,3,0,0,0,17,20,16,11,28,34,25,27,14,3,181
SSC31059,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,6,0,0,3,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,5,0,0,16,3,5,16,17,14,23,20,3,4,105
SSC31060,0,0,3,4,7,14,24,3,0,51,0,0,0,5,12,5,7,0,0,38,0,0,3,3,12,12,11,3,0,47,0,0,6,3,9,5,3,0,0,21,0,0,0,3,11,8,6,0,0,24,0,0,0,0,9,6,3,0,0,21,3,4,0,0,11,8,17,11,3,60,47,25,59,54,140,193,212,104,18,833
SSC31061,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,8,0,3,11,23,19,19,9,0,82
SSC31062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC31063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,6,0,3,0,6,3,8,11,3,0,35
SSC31064,6,53,113,104,106,67,23,3,0,469,0,13,118,81,82,51,14,5,0,372,0,3,67,83,82,37,4,0,0,276,0,3,25,48,54,28,3,3,0,168,0,0,23,59,66,41,3,0,0,195,0,0,0,8,19,9,0,3,0,48,25,24,45,34,42,35,21,18,6,242,427,351,798,754,793,685,388,238,81,4522
SSC31065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,0,0,7,3,9,3,4,0,0,25
SSC31066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC31067,0,0,4,8,6,10,3,0,0,30,0,0,3,0,6,3,0,0,0,16,0,0,3,3,7,3,0,0,0,11,0,0,0,0,3,0,0,0,0,8,0,0,0,4,3,3,0,0,0,12,0,0,0,0,4,0,0,0,0,4,8,0,4,0,16,13,3,3,0,48,29,6,35,43,80,65,47,23,7,338
SSC31068,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,13,15,9,8,0,0,50
SSC31069,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,6,6,4,7,3,0,38
SSC31070,0,0,0,0,3,6,0,0,0,6,0,0,0,0,3,0,0,0,0,8,0,3,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,11,7,10,6,22,22,23,14,11,0,112
SSC31071,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,5,5,0,0,16,0,0,10,14,27,26,15,3,3,89
SSC31072,0,12,30,12,12,5,9,0,0,83,0,0,17,17,16,8,0,5,0,63,0,0,21,18,11,3,0,0,0,48,0,0,13,9,8,0,0,0,0,39,0,0,13,11,18,7,0,3,0,54,0,0,3,8,13,3,3,0,0,32,14,8,16,17,17,8,11,3,0,94,89,71,213,169,183,127,158,66,3,1078
SSC31073,0,10,16,11,19,10,3,0,0,63,0,0,4,7,7,7,7,0,0,38,0,0,3,0,5,8,0,0,0,16,0,0,0,4,8,3,0,0,0,11,0,0,0,4,3,0,0,0,0,9,0,0,0,7,0,5,0,0,0,6,14,9,8,10,12,16,8,10,0,81,69,125,121,88,138,117,98,43,6,798
SSC31074,3,103,451,455,461,280,72,17,7,1854,0,39,301,374,365,181,40,0,0,1306,0,15,190,345,340,171,31,4,0,1093,0,4,136,204,221,102,18,4,0,684,0,0,124,287,323,125,24,4,0,893,0,0,21,78,113,42,4,0,0,262,92,72,147,183,169,125,115,91,73,1070,1724,1442,2987,3518,3541,2313,1452,671,205,17844
SSC31075,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,13,0,0,4,4,7,12,5,0,0,41
SSC31076,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,6,4,0,4,5,19,13,6,4,0,55
SSC31077,0,13,27,33,52,41,14,0,0,186,0,14,22,21,44,20,11,3,0,132,0,3,20,26,46,21,6,0,0,126,0,0,9,22,35,37,3,0,0,106,0,0,10,38,55,34,3,3,0,144,0,0,5,16,26,21,3,0,0,66,18,8,10,18,37,30,10,4,0,127,207,184,201,281,460,396,240,58,15,2041
SSC31078,0,0,0,3,3,0,0,0,0,6,0,0,0,3,0,0,3,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,3,10,12,16,10,7,4,70
SSC31079,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,3,4,13,6,0,0,39
SSC31080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC31081,0,3,0,3,3,0,0,0,0,9,0,0,0,0,0,0,3,3,0,7,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,6,7,21,10,7,7,0,66
SSC31082,0,0,7,13,21,17,12,0,0,73,0,4,7,15,3,16,0,0,0,43,0,0,8,5,11,17,0,0,0,43,0,0,6,7,8,5,3,0,0,27,0,0,3,6,6,6,7,0,0,28,0,0,0,8,4,0,4,0,0,10,7,6,5,21,16,17,33,11,10,125,54,39,81,134,156,254,227,98,26,1069
SSC31083,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,12,4,4,11,21,17,20,23,8,0,107
SSC31084,3,101,352,100,49,27,6,0,0,644,6,42,289,84,34,14,4,3,0,468,0,21,261,95,45,18,5,0,0,451,3,8,151,91,35,17,3,0,0,299,0,4,220,127,65,40,3,3,0,459,0,3,53,79,55,32,14,0,0,235,23,130,402,204,138,71,58,12,7,1044,185,1035,2934,1173,615,407,220,67,51,6680
SSC31085,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,11
SSC31086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4
SSC31087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SSC31088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,3,0,0,0,15
SSC31089,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,7,0,0,0,21,7,5,13,25,11,16,11,7,0,89
SSC31090,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,11,3,3,3,0,0,0,21
SSC31091,0,0,0,0,0,3,0,0,0,9,0,0,3,0,3,0,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,14,10,5,3,11,3,3,0,55,0,27,27,17,19,33,21,8,0,171
SSC31092,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,8,3,4,0,29
SSC31093,0,0,5,0,6,3,0,0,0,20,0,0,3,0,3,3,0,0,0,7,0,0,0,3,3,0,0,0,0,6,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,8,21,5,17,24,34,26,22,20,5,174
SSC31094,0,0,0,3,5,0,0,0,0,17,0,0,4,0,4,3,0,0,0,7,0,0,0,0,4,0,0,0,0,6,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,9,3,0,0,20,17,10,20,20,39,39,24,7,0,180
SSC31095,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,9,7,12,19,7,3,69
SSC31096,0,58,173,134,125,104,41,7,0,657,0,31,93,112,116,77,26,3,0,459,0,14,104,83,108,73,10,3,0,395,0,4,60,52,78,58,11,0,0,261,0,3,101,93,122,63,12,0,0,397,0,0,15,29,51,33,5,3,0,139,45,50,105,60,76,80,54,48,15,535,616,637,1226,1068,1203,1082,775,448,150,7206
SSC31097,0,7,43,35,44,24,7,3,0,168,0,3,31,37,38,23,6,0,0,139,0,4,15,26,50,16,13,0,0,120,0,0,12,11,25,15,9,3,0,75,0,0,14,31,35,25,0,0,0,104,0,0,3,13,24,18,4,0,0,66,10,14,13,15,25,22,14,3,3,117,104,93,223,300,370,274,200,54,13,1646
SSC31098,0,0,0,3,4,3,4,0,0,11,0,0,3,0,3,0,0,0,0,10,0,0,0,4,0,3,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,11,0,0,0,0,3,0,0,0,0,5,0,0,0,0,6,3,6,0,0,19,5,4,13,17,24,29,18,3,0,120
SSC31099,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,15,6,0,0,29
SSC31100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,3,3,6,10,0,0,24
SSC31101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3
SSC31102,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,17,3,0,14,4,24,27,23,5,0,109
SSC31103,0,7,28,28,21,13,3,0,0,103,0,5,9,8,17,10,0,0,0,52,0,0,6,13,10,3,0,0,0,37,0,0,3,4,3,0,0,0,0,14,0,0,3,6,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,25,17,24,27,36,24,15,17,0,186,114,152,281,219,246,206,135,85,12,1441
SSC31104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,16
SSC31105,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,6,0,8,10,9,6,0,40
SSC31106,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,14
SSC31107,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,6,0,0,0,3,6,3,0,0,0,18
SSC31108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC31109,4,29,38,20,35,18,7,4,0,157,0,15,33,27,20,15,0,0,0,117,0,3,15,16,18,11,0,0,0,67,0,0,11,10,3,4,0,0,0,31,0,0,13,8,10,0,0,0,0,31,0,0,3,3,3,8,0,0,0,16,28,29,60,46,61,64,55,23,10,374,128,173,335,253,335,313,262,145,36,1987
SSC31110,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,3,5,0,0,0,0,3,0,0,4,8,8,3,3,0,0,28
SSC31111,0,0,0,3,3,4,0,0,0,15,0,0,0,0,0,4,3,0,0,10,0,0,0,0,3,3,0,0,0,7,0,0,4,0,0,0,0,0,0,3,0,0,3,9,7,0,3,0,0,22,0,0,0,8,0,0,0,0,0,5,5,3,3,0,10,4,0,3,0,27,15,9,18,41,47,35,20,8,3,200
SSC31112,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,0,3,0,0,15,8,8,14,10,20,8,6,9,3,84
SSC31113,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,7,0,0,24
SSC31114,0,0,0,3,4,4,0,0,0,11,0,0,0,0,3,0,0,0,0,5,0,0,0,5,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,6,5,15,24,26,30,3,7,0,117
SSC31115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC31116,0,30,105,83,69,61,17,12,3,381,3,13,50,49,42,40,7,3,0,210,0,4,32,37,47,22,6,3,0,153,0,0,17,23,17,14,3,0,0,73,0,0,14,28,25,9,4,7,0,88,0,0,8,3,5,6,0,5,3,37,54,49,129,70,66,55,71,48,34,576,423,680,1338,767,712,693,643,407,181,5849
SSC31117,0,5,14,25,31,18,9,0,0,106,0,3,8,16,29,14,4,0,0,74,0,0,5,14,26,15,3,0,0,66,0,0,3,14,15,5,0,0,0,36,0,0,0,13,11,6,3,0,0,39,0,0,0,7,16,3,3,0,0,28,15,9,8,12,21,22,11,7,3,97,129,98,111,221,280,252,147,46,10,1302
SSC31118,0,6,26,18,31,21,8,0,0,115,0,0,14,16,13,9,0,0,0,44,0,0,13,9,14,7,8,0,0,52,0,0,3,4,3,4,0,0,0,23,0,0,9,3,6,8,0,0,0,25,0,0,0,0,0,0,0,3,0,12,26,22,33,32,44,37,41,22,15,264,136,108,230,189,272,276,262,139,55,1664
SSC31119,3,55,105,38,22,12,12,0,0,243,0,28,101,38,17,11,3,0,0,193,0,4,72,35,38,20,3,0,0,177,0,3,49,34,27,18,3,0,0,137,0,3,42,64,48,15,3,0,0,171,0,0,13,30,23,3,5,3,0,77,16,34,67,34,24,21,12,17,3,231,146,364,750,456,327,206,175,89,39,2540
SSC31120,0,22,109,77,71,45,12,6,5,353,0,8,71,80,46,37,11,0,3,245,0,0,62,68,62,26,8,4,0,234,0,0,36,65,30,15,3,3,0,154,0,0,48,94,62,24,6,3,0,237,0,0,9,37,19,13,0,0,0,75,16,31,35,50,41,24,19,14,11,225,224,280,707,749,592,462,313,245,113,3671
SSC31121,0,0,7,3,7,4,0,0,0,28,0,0,3,6,5,9,0,0,0,25,0,0,3,3,13,8,0,0,0,26,0,0,0,3,4,5,0,0,0,14,0,0,0,7,4,4,0,0,0,19,0,0,0,0,3,3,0,0,0,3,10,3,0,5,6,9,7,0,3,41,35,16,29,64,75,77,51,28,7,381
SSC31122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,3,6,8,5,7,0,0,33
SSC31123,0,4,10,0,8,0,0,0,0,17,0,0,5,0,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,4,4,0,0,0,0,10,0,0,9,3,8,3,4,0,0,29,13,17,55,40,59,49,37,4,0,273
SSC31124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7
SSC31125,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,10,6,7,7,17,3,0,53
SSC31126,0,0,3,3,4,9,0,0,0,18,0,0,0,3,0,5,0,0,0,9,0,0,0,0,0,4,3,0,0,7,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,9,10,7,17,24,28,47,39,11,3,186
SSC31127,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,3,3,9,5,0,6,0,32
